,structure,Density
2455,RSM1765,1.20884
2456,RSM3991,1.26221
2457,RSM2893,1.6144
2458,RSM3331,0.97125
2459,RSM4037,1.28306
2460,RSM2509,1.29736
2461,RSM0096,1.62338
2462,RSM0181,1.3341
2463,RSM3003,1.12319
2464,RSM1161,1.21163
2465,RSM0975,1.22424
2466,RSM0646,1.09166
2467,RSM2977,0.873095
2468,RSM3059,2.51187
2469,RSM3763,1.064
2470,RSM1616,1.91511
2471,RSM2282,1.59109
2472,RSM1486,2.2416
2473,RSM3560,1.7266
2474,RSM4552,0.959914
2475,RSM1058,0.810269
2476,RSM4210,0.844085
2477,RSM2750,3.53659
2478,RSM3526,1.38599
2479,RSM3462,1.12595
2480,RSM2858,1.15405
2481,RSM0603,1.47539
2482,RSM1924,1.2234
2483,RSM0670,1.59086
2484,RSM4463,1.48176
2485,RSM1155,1.47675
2486,RSM4146,1.31449
2487,RSM1727,2.97035
2488,RSM1713,1.4642
2489,RSM3041,0.629753
2490,RSM2827,1.16492
2491,RSM0157,1.1862
2492,RSM0165,1.66352
2493,RSM1573,0.418462
2494,RSM1939,1.47293
2495,RSM2730,1.38634
2496,RSM1154,1.59853
2497,RSM3843,0.454659
2498,RSM1912,0.861725
2499,RSM0895,1.29539
2500,RSM3461,1.27261
2501,RSM2812,1.209
2502,RSM0441,2.75795
2503,RSM1241,1.09099
2504,RSM0538,1.1037
2505,RSM1728,1.43891
2506,RSM2084,1.45401
2507,RSM1060,0.692001
2508,RSM2729,1.34857
2509,RSM1099,1.91397
2510,RSM1821,1.08568
2511,RSM2653,1.24618
2512,RSM3101,1.27658
2513,RSM4255,0.822248
2514,RSM0879,2.21619
2515,RSM0216,1.54502
2516,RSM3180,1.11104
2517,RSM1213,1.10435
2518,RSM1838,0.717547
2519,RSM4362,0.678029
2520,RSM4485,0.483257
2521,RSM0020,1.25318
2522,RSM2261,1.65272
2523,RSM1525,1.41122
2524,RSM0362,1.92689
2525,RSM2974,0.97764
2526,RSM4584,1.04286
2527,RSM1392,1.77807
2528,RSM0841,1.93048
2529,RSM0639,0.925283
2530,RSM1418,1.39173
2531,RSM4561,0.759533
2532,RSM1270,1.58488
2533,RSM3244,1.31024
2534,RSM2824,1.2867
2535,RSM2185,1.39383
2536,RSM1541,1.69124
2537,RSM2839,0.826165
2538,RSM0199,2.32691
2539,RSM3014,0.876783
2540,RSM3568,1.78978
2541,RSM1768,1.92284
2542,RSM2572,1.41582
2543,RSM3909,0.852199
2544,RSM3399,0.952352
2545,RSM2453,0.404152
2546,RSM2047,0.728001
2547,RSM3554,0.673976
2548,RSM0802,1.81324
2549,RSM4005,0.980108
2550,RSM3116,1.11208
2551,RSM3889,0.524865
2552,RSM3615,0.436014
2553,RSM3539,1.16187
2554,RSM3121,1.4642
2555,RSM2573,1.36802
2556,RSM4322,1.08919
2557,RSM3193,1.48099
2558,RSM0550,1.51355
2559,RSM0607,1.96362
2560,RSM2214,1.4753
2561,RSM1357,1.04486
2562,RSM2759,0.864198
2563,RSM0782,1.15882
2564,RSM1427,1.00788
2565,RSM2126,1.69484
2566,RSM0073,1.71578
2567,RSM1601,1.79478
2568,RSM0674,1.29113
2569,RSM2879,1.1226
2570,RSM0118,1.65882
2571,RSM3784,0.91097
2572,RSM1556,1.85946
2573,RSM2115,1.23164
2574,RSM3897,0.700709
2575,RSM3604,1.4708
2576,RSM2811,0.569684
2577,RSM2987,0.921118
2578,RSM1061,1.09144
2579,RSM1734,1.10487
2580,RSM2331,0.751485
2581,RSM1654,1.68093
2582,RSM2340,2.03168
2583,RSM3269,1.44753
2584,RSM3722,1.42017
2585,RSM1297,1.46772
2586,RSM2445,1.03373
2587,RSM1295,2.28396
2588,RSM2508,1.70673
2589,RSM4303,0.689261
2590,RSM3024,1.07368
2591,RSM2728,1.11236
2592,RSM1148,1.84505
2593,RSM4586,0.944584
2594,RSM0100,0.723205
2595,RSM0686,1.30117
2596,RSM3224,1.81932
2597,RSM4554,0.799743
2598,RSM1813,1.20856
2599,RSM3355,0.641523
2600,RSM3581,1.40136
2601,RSM4110,1.46098
2602,RSM4098,1.48981
2603,RSM0176,1.65292
2604,RSM1576,1.70488
2605,RSM3616,1.65174
2606,RSM1984,0.56558
2607,RSM1971,1.96217
2608,RSM3785,1.19371
2609,RSM0264,1.21484
2610,RSM4192,1.55977
2611,RSM2052,1.30098
2612,RSM3073,1.23687
2613,RSM4550,0.573081
2614,RSM3590,1.00903
2615,RSM0553,2.04313
2616,RSM4526,0.366347
2617,RSM3246,1.2496
2618,RSM2702,1.13403
2619,RSM3345,0.856666
2620,RSM2801,1.22056
2621,RSM2846,1.58974
2622,RSM2258,1.46013
2623,RSM1519,1.37493
2624,RSM1724,1.20434
2625,RSM3306,1.24797
2626,RSM1894,1.07536
2627,RSM0349,1.5276
2628,RSM3376,1.01123
2629,RSM2681,1.1435
2630,RSM3725,0.681696
2631,RSM1172,1.49812
2632,RSM4567,0.947476
2633,RSM0638,1.48765
2634,RSM3500,1.15563
2635,RSM3450,0.899987
2636,RSM2007,1.56303
2637,RSM1887,0.858191
2638,RSM3983,0.967345
2639,RSM2106,1.87627
2640,RSM0386,1.58232
2641,RSM1227,1.46052
2642,RSM3591,0.80657
2643,RSM1500,1.70125
2644,RSM0146,1.79363
2645,RSM3680,1.56063
2646,RSM1350,0.852801
2647,RSM1197,0.528969
2648,RSM3013,0.988152
2649,RSM0371,1.82964
2650,RSM0462,2.15382
2651,RSM4577,0.779635
2652,RSM1709,1.26017
2653,RSM0428,1.69502
2654,RSM1552,1.56137
2655,RSM3531,1.28334
2656,RSM2788,1.32404
2657,RSM4089,0.944336
2658,RSM0970,1.49852
2659,RSM1449,2.04749
2660,RSM0509,2.6598
2661,RSM2070,1.15493
2662,RSM1242,1.04609
2663,RSM0587,1.89087
2664,RSM3540,1.05239
2665,RSM3886,1.3598
2666,RSM2475,0.801523
2667,RSM0948,1.23013
2668,RSM1993,1.32019
2669,RSM0518,2.12421
2670,RSM0390,2.28519
2671,RSM0277,1.53467
2672,RSM2136,1.61987
2673,RSM2838,0.722542
2674,RSM1969,1.10203
2675,RSM0942,1.5115
2676,RSM0729,1.64873
2677,RSM4108,1.0051
2678,RSM1202,1.83617
2679,RSM0348,0.914823
2680,RSM1479,1.92921
2681,RSM0691,1.16032
2682,RSM2735,1.76298
2683,RSM1379,0.942866
2684,RSM4285,0.921966
2685,RSM0870,1.68724
2686,RSM0457,1.70067
2687,RSM1719,1.96969
2688,RSM2514,1.45695
2689,RSM4434,0.638914
2690,RSM3438,1.64433
2691,RSM2806,1.53187
2692,RSM4130,0.825279
2693,RSM3170,1.22117
2694,RSM3035,0.969757
2695,RSM2117,1.68425
2696,RSM3510,1.16692
2697,RSM3437,0.788874
2698,RSM2829,1.51771
2699,RSM1648,1.52816
2700,RSM2204,1.29133
2701,RSM3625,1.4102
2702,RSM0163,1.61239
2703,RSM2843,1.20944
2704,RSM0169,1.46631
2705,RSM3049,1.51794
2706,RSM0602,1.30023
2707,RSM1414,1.2513
2708,RSM1615,1.06274
2709,RSM2159,1.13402
2710,RSM4536,1.28253
2711,RSM0339,1.93017
2712,RSM3158,1.11477
2713,RSM1775,1.3819
2714,RSM3532,2.03218
2715,RSM3263,1.32931
2716,RSM2353,1.23215
2717,RSM0461,1.70209
2718,RSM2649,1.15534
2719,RSM2624,1.3601
2720,RSM0114,1.49644
2721,RSM2303,0.574902
2722,RSM2388,0.945239
2723,RSM0221,1.47689
2724,RSM4109,1.36976
2725,RSM1070,1.00749
2726,RSM2061,0.882552
2727,RSM1792,1.21564
2728,RSM0811,1.68854
2729,RSM0711,1.78603
2730,RSM1323,1.07999
2731,RSM0528,1.81747
2732,RSM1422,1.15092
2733,RSM1372,1.36633
2734,RSM2515,1.44153
2735,RSM2194,1.00561
2736,RSM0281,1.17988
2737,RSM3343,0.793794
2738,RSM3870,0.804472
2739,RSM0655,2.08064
2740,RSM0088,2.51226
2741,RSM4063,1.00425
2742,RSM0058,1.09252
2743,RSM2189,1.42151
2744,RSM1896,1.03778
2745,RSM2614,1.20012
2746,RSM3651,0.797368
2747,RSM3298,0.853685
2748,RSM3754,0.743513
2749,RSM2114,1.53121
2750,RSM0555,2.01661
2751,RSM3509,0.615085
2752,RSM3078,1.17634
2753,RSM0983,0.848912
2754,RSM1930,1.49554
2755,RSM0180,1.74546
2756,RSM1862,1.79859
2757,RSM2408,0.920237
2758,RSM1975,1.49323
2759,RSM3503,0.524548
2760,RSM0290,1.41371
2761,RSM1184,0.792444
2762,RSM2568,1.17404
2763,RSM4189,1.36483
2764,RSM1258,1.35745
2765,RSM2357,1.97914
2766,RSM0325,2.68038
2767,RSM4281,1.19913
2768,RSM1644,2.36935
2769,RSM1977,2.20663
2770,RSM0175,1.4607
2771,RSM4148,0.951915
2772,RSM0089,1.36434
2773,RSM1335,1.19105
2774,RSM4529,0.423649
2775,RSM1559,0.844872
2776,RSM2191,0.847405
2777,RSM0588,0.948768
2778,RSM0397,2.10709
2779,RSM2461,2.3944
2780,RSM0396,1.84025
2781,RSM3179,0.648325
2782,RSM3986,1.27254
2783,RSM4528,0.7346
2784,RSM2179,1.52993
2785,RSM1360,2.00913
2786,RSM2238,1.15194
2787,RSM3425,0.909438
2788,RSM2228,1.54117
2789,RSM0217,2.12664
2790,RSM0426,1.30261
2791,RSM0321,1.30996
2792,RSM2958,1.03698
2793,RSM4016,0.829611
2794,RSM2407,1.18978
2795,RSM1586,1.59756
2796,RSM3708,1.06564
2797,RSM1784,2.1404
2798,RSM2292,1.19549
2799,RSM2832,1.54287
2800,RSM3060,1.1403
2801,RSM0730,1.41396
2802,RSM2201,1.28627
2803,RSM1097,1.16946
2804,RSM0786,1.45834
2805,RSM3279,1.30105
2806,RSM0576,1.60056
2807,RSM4398,1.18208
2808,RSM3782,1.44391
2809,RSM4093,1.09166
2810,RSM4077,0.815621
2811,RSM4551,1.30611
2812,RSM0795,1.19755
2813,RSM4329,1.33182
2814,RSM3341,1.32487
2815,RSM1433,0.420051
2816,RSM2439,1.31729
2817,RSM2367,0.958075
2818,RSM1974,1.24542
2819,RSM2639,2.03466
2820,RSM1701,0.758033
2821,RSM0541,1.46402
2822,RSM4114,1.05134
2823,RSM4284,0.884619
2824,RSM3706,1.43462
2825,RSM0450,1.20953
2826,RSM2234,0.848479
2827,RSM3175,0.654837
2828,RSM2141,0.711526
2829,RSM3328,1.43827
2830,RSM3715,0.630768
2831,RSM0243,1.36002
2832,RSM3335,1.28311
2833,RSM3441,1.36949
2834,RSM3053,1.67941
2835,RSM3414,0.80334
2836,RSM2145,0.937302
2837,RSM1169,1.54547
2838,RSM4019,1.45071
2839,RSM3398,1.15284
2840,RSM0342,1.77352
2841,RSM0468,1.56767
2842,RSM0379,1.42898
2843,RSM3114,1.81218
2844,RSM1162,1.01657
2845,RSM2285,1.07997
2846,RSM3230,1.30955
2847,RSM0016,1.58797
2848,RSM1809,0.416965
2849,RSM3773,0.756142
2850,RSM0869,1.56543
2851,RSM1940,1.41288
2852,RSM0822,1.51255
2853,RSM1749,1.31522
2854,RSM2322,1.13599
2855,RSM2317,1.15904
2856,RSM3396,0.803197
2857,RSM2255,0.76486
2858,RSM1405,1.44525
2859,RSM1978,2.15269
2860,RSM3835,1.46999
2861,RSM3236,1.13801
2862,RSM1054,1.38228
2863,RSM0945,1.53802
2864,RSM2556,0.915521
2865,RSM1425,0.703612
2866,RSM2718,0.592729
2867,RSM2251,1.39833
2868,RSM4426,1.56864
2869,RSM0033,2.11566
2870,RSM1403,2.20448
2871,RSM3756,1.0681
2872,RSM2916,1.30067
2873,RSM0738,1.60898
2874,RSM4469,1.12363
2875,RSM1748,1.0831
2876,RSM2288,0.918592
2877,RSM3161,0.956465
2878,RSM1890,0.629689
2879,RSM3962,1.00516
2880,RSM2862,0.784187
2881,RSM1817,1.45114
2882,RSM4454,0.674728
2883,RSM2971,0.93959
2884,RSM0925,1.62497
2885,RSM2394,1.05936
2886,RSM1570,0.793201
2887,RSM2013,1.27808
2888,RSM3206,1.17768
2889,RSM2124,0.940321
2890,RSM0463,0.984624
2891,RSM3587,0.948907
2892,RSM4034,0.753355
2893,RSM1296,2.30525
2894,RSM0225,1.50365
2895,RSM2620,0.90656
2896,RSM1115,1.11922
2897,RSM2800,1.11482
2898,RSM0842,1.4771
2899,RSM3293,1.35107
2900,RSM1986,1.16031
2901,RSM2813,1.21694
2902,RSM3454,1.23117
2903,RSM3465,1.32658
2904,RSM2040,1.63255
2905,RSM4102,0.304163
2906,RSM1606,1.25102
2907,RSM0057,1.67746
2908,RSM2847,1.28241
2909,RSM0166,1.35036
2910,RSM1847,0.947144
2911,RSM1720,1.6656
2912,RSM4141,0.641675
2913,RSM1390,1.79318
2914,RSM4011,1.07006
2915,RSM3607,1.46277
2916,RSM3605,1.28464
2917,RSM1358,1.31128
2918,RSM3104,1.46208
2919,RSM3904,0.738768
2920,RSM0444,1.85782
2921,RSM3783,1.11297
2922,RSM1044,0.714328
2923,RSM3215,1.23556
2924,RSM0122,1.25663
2925,RSM4530,0.790071
2926,RSM2249,1.86814
2927,RSM0924,0.929452
2928,RSM3071,1.41708
2929,RSM0778,1.1516
2930,RSM0929,2.15636
2931,RSM3676,0.674635
2932,RSM2219,1.65898
2933,RSM4297,1.67867
2934,RSM2683,1.04477
2935,RSM2772,1.28599
2936,RSM3195,1.27571
2937,RSM2643,1.34107
2938,RSM3869,1.2824
2939,RSM4499,0.930432
2940,RSM1114,1.24679
2941,RSM1806,0.866397
2942,RSM1210,1.79405
2943,RSM3567,1.30404
2944,RSM2905,1.20963
2945,RSM1714,2.23625
2946,RSM0495,1.16991
2947,RSM1599,0.44887
2948,RSM1185,1.80848
2949,RSM3364,1.09473
2950,RSM1159,1.59219
2951,RSM0927,0.854275
2952,RSM1081,2.10073
2953,RSM1635,1.78071
2954,RSM1079,1.48452
2955,RSM3361,1.01121
2956,RSM3578,1.41318
2957,RSM2660,1.05524
2958,RSM3697,1.34247
2959,RSM0191,1.7023
2960,RSM2379,1.43497
2961,RSM1260,2.00978
2962,RSM2658,1.20399
2963,RSM2884,1.53256
2964,RSM3300,0.840413
2965,RSM4571,1.19844
2966,RSM0708,2.10463
2967,RSM0190,1.50481
2968,RSM3977,1.51248
2969,RSM0749,1.14062
2970,RSM1598,1.45437
2971,RSM0025,1.30199
2972,RSM2875,2.26107
2973,RSM1515,1.45737
2974,RSM4290,0.852891
2975,RSM0285,1.78228
2976,RSM0341,1.60749
2977,RSM1299,1.04546
2978,RSM2693,0.713406
2979,RSM2793,1.7499
2980,RSM1082,1.21212
2981,RSM2259,1.57958
2982,RSM2834,1.66672
2983,RSM3296,1.34605
2984,RSM0503,2.1757
2985,RSM4069,1.39192
2986,RSM3610,1.4556
2987,RSM3419,1.16289
2988,RSM1990,1.08702
2989,RSM2424,1.46234
2990,RSM3803,1.07138
2991,RSM0759,1.12462
2992,RSM0068,1.53851
2993,RSM1475,1.3842
2994,RSM1228,0.984731
2995,RSM0637,1.43905
2996,RSM3319,2.45545
2997,RSM4003,1.0442
2998,RSM0881,1.31146
2999,RSM0726,1.91975
3000,RSM3973,0.635262
3001,RSM2907,1.21419
3002,RSM0600,1.56517
3003,RSM3268,0.941459
3004,RSM1800,1.18391
3005,RSM1111,1.37155
3006,RSM0560,1.13285
3007,RSM1020,1.20439
3008,RSM0222,1.67247
3009,RSM2056,1.34065
3010,RSM0909,1.51009
3011,RSM2749,0.990956
3012,RSM0720,1.16154
3013,RSM2746,0.886096
3014,RSM2549,1.30528
3015,RSM3528,1.00867
3016,RSM4115,0.748394
3017,RSM1094,0.66054
3018,RSM1253,1.21993
3019,RSM0278,1.47136
3020,RSM2469,1.30125
3021,RSM2090,1.26783
3022,RSM2023,1.76205
3023,RSM2144,1.63887
3024,RSM3600,1.32569
3025,RSM1067,1.54935
3026,RSM2857,1.21594
3027,RSM0820,1.23965
3028,RSM2237,1.71339
3029,RSM2026,1.02851
3030,RSM1926,1.28339
3031,RSM3537,1.18381
3032,RSM2488,0.911014
3033,RSM1455,2.25067
3034,RSM3960,1.4671
3035,RSM3908,1.31842
3036,RSM3629,1.63813
3037,RSM1825,1.28641
3038,RSM3431,1.1891
3039,RSM4230,1.40072
3040,RSM1275,2.26496
3041,RSM0956,1.34009
3042,RSM2193,1.58364
3043,RSM1181,1.52533
3044,RSM3317,1.41424
3045,RSM3032,1.69993
3046,RSM0859,1.34306
3047,RSM4266,1.27765
3048,RSM3764,1.4934
3049,RSM0794,1.42889
3050,RSM4271,1.03168
3051,RSM2640,0.766898
3052,RSM4482,0.580608
3053,RSM1419,1.35937
3054,RSM3356,0.910704
3055,RSM4021,1.50129
3056,RSM0382,1.85467
3057,RSM3264,1.56857
3058,RSM1057,1.18707
3059,RSM4523,1.01419
3060,RSM2135,0.914472
3061,RSM1802,0.390268
3062,RSM4208,0.917596
3063,RSM2553,2.55516
3064,RSM3320,0.748726
3065,RSM1638,1.12936
3066,RSM0624,0.94962
3067,RSM1698,0.834169
3068,RSM0926,1.6536
3069,RSM2635,0.760049
3070,RSM0758,1.43719
3071,RSM4015,1.04957
3072,RSM0693,1.02587
3073,RSM2734,0.947114
3074,RSM1787,1.85038
3075,RSM3719,1.827
3076,RSM4360,0.57258
3077,RSM0282,1.36727
3078,RSM3855,1.28033
3079,RSM1131,1.15921
3080,RSM1238,1.23859
3081,RSM2017,1.01126
3082,RSM3228,1.89463
3083,RSM1412,1.20895
3084,RSM0308,1.338
3085,RSM1047,1.18756
3086,RSM3830,0.989346
3087,RSM4358,0.579599
3088,RSM2704,1.4745
3089,RSM4512,0.876717
3090,RSM0203,1.42385
3091,RSM2613,2.55114
3092,RSM3145,1.20909
3093,RSM3287,1.07263
3094,RSM1979,1.24801
3095,RSM4424,1.54686
3096,RSM2411,1.47593
3097,RSM1718,1.28543
3098,RSM0153,1.56916
3099,RSM0609,0.689723
3100,RSM3571,0.309382
3101,RSM3044,1.19761
3102,RSM1722,0.970459
3103,RSM4343,1.0253
3104,RSM1036,1.63754
3105,RSM0967,1.72047
3106,RSM2995,0.834339
3107,RSM2822,1.55436
3108,RSM1593,0.500064
3109,RSM3382,0.527239
3110,RSM1885,1.62079
3111,RSM3569,1.0661
3112,RSM0215,1.26057
3113,RSM0882,1.3101
3114,RSM4403,0.780121
3115,RSM0135,2.5432
3116,RSM2073,0.980078
3117,RSM1110,1.83628
3118,RSM2224,1.61859
3119,RSM0069,1.8573
3120,RSM1124,1.36746
3121,RSM3022,1.38507
3122,RSM3474,1.50849
3123,RSM0402,1.25814
3124,RSM0125,1.73911
3125,RSM0018,1.22421
3126,RSM2484,1.26666
3127,RSM2487,0.947416
3128,RSM4443,0.982987
3129,RSM0754,1.91997
3130,RSM1788,0.898929
3131,RSM2511,1.98362
3132,RSM0769,0.915435
3133,RSM0633,1.14179
3134,RSM3281,1.41319
3135,RSM0998,2.03242
3136,RSM1495,1.31759
3137,RSM2058,1.64004
3138,RSM0990,1.63332
3139,RSM3653,1.63466
3140,RSM3580,1.88211
3141,RSM0054,1.80862
3142,RSM2978,1.01704
3143,RSM4131,0.560629
3144,RSM0045,1.9302
3145,RSM4422,0.791305
3146,RSM3283,1.22977
3147,RSM0772,1.58061
3148,RSM3770,0.724973
3149,RSM0021,1.56603
3150,RSM1740,1.05113
3151,RSM1203,1.07551
3152,RSM2632,1.01343
3153,RSM2724,1.56759
3154,RSM2431,1.76926
3155,RSM1603,1.76503
3156,RSM3303,0.906193
3157,RSM0369,1.33585
3158,RSM0485,1.21522
3159,RSM1815,1.29779
3160,RSM1730,0.898039
3161,RSM2898,1.30492
3162,RSM3157,0.976265
3163,RSM2339,1.4185
3164,RSM3735,0.91501
3165,RSM2116,1.35209
3166,RSM4081,1.41986
3167,RSM4237,0.833721
3168,RSM0083,1.45767
3169,RSM2918,1.19837
3170,RSM0132,3.86786
3171,RSM4420,1.59189
3172,RSM4004,1.37836
3173,RSM0863,1.20589
3174,RSM3614,0.984469
3175,RSM2976,1.59886
3176,RSM3491,1.02183
3177,RSM0653,1.96341
3178,RSM4031,0.768834
3179,RSM3786,0.996575
3180,RSM1531,2.50549
3181,RSM1801,1.33593
3182,RSM3088,1.21732
3183,RSM4201,1.23994
3184,RSM1404,0.985268
3185,RSM3737,1.127
3186,RSM3166,0.985384
3187,RSM4176,0.420712
3188,RSM2755,0.606851
3189,RSM1366,1.79952
3190,RSM0748,1.42666
3191,RSM1846,1.15113
3192,RSM2119,1.78467
3193,RSM3998,1.13358
3194,RSM2102,1.59195
3195,RSM4332,0.892598
3196,RSM1627,1.13175
3197,RSM2716,1.41553
3198,RSM4009,0.695644
3199,RSM2122,1.31342
3200,RSM2943,1.16824
3201,RSM2247,1.06098
3202,RSM3603,0.900321
3203,RSM3501,0.717712
3204,RSM0228,1.26413
3205,RSM3249,1.22668
3206,RSM0840,1.03773
3207,RSM0051,1.64442
3208,RSM1876,0.699389
3209,RSM1874,0.993708
3210,RSM3075,1.46327
3211,RSM1307,1.68049
3212,RSM1841,1.83436
3213,RSM0231,2.63386
3214,RSM2000,1.22365
3215,RSM4106,1.01326
3216,RSM2544,1.70117
3217,RSM1987,0.851248
3218,RSM0604,1.64303
3219,RSM0023,1.03822
3220,RSM1946,0.803023
3221,RSM0974,1.22422
3222,RSM1810,1.10456
3223,RSM1369,1.76785
3224,RSM2263,0.663988
3225,RSM2814,1.33847
3226,RSM0593,1.76036
3227,RSM3297,1.82017
3228,RSM2393,1.19582
3229,RSM1804,1.27414
3230,RSM0059,1.15609
3231,RSM0733,1.24471
3232,RSM4355,1.42398
3233,RSM3612,1.33238
3234,RSM2927,1.30609
3235,RSM1233,2.07764
3236,RSM1434,1.74473
3237,RSM0973,1.03175
3238,RSM0735,1.07599
3239,RSM4531,0.592605
3240,RSM1113,1.68263
3241,RSM4239,0.396754
3242,RSM3052,1.48599
3243,RSM2942,1.16676
3244,RSM3857,1.95079
3245,RSM3649,1.61988
3246,RSM3405,1.33413
3247,RSM3859,1.26638
3248,RSM2517,1.11963
3249,RSM3299,1.32729
3250,RSM3130,1.01691
3251,RSM0520,1.83449
3252,RSM1205,1.72675
3253,RSM1520,1.38076
3254,RSM0027,2.08408
3255,RSM3641,1.20886
3256,RSM0533,1.27779
