valid_loss,valid_mse,valid_mae,valid_r2,epoch,step,train_loss,train_mse,train_mae,train_r2,test_loss,test_mse,test_mae,test_r2
11.961984634399414,11.961984634399414,3.291250467300415,-9.876100540161133,0,41,,,,,,,,
,,,,1,49,10.501908302307129,10.501908302307129,3.050942897796631,-7.673404693603516,,,,
6.585949420928955,6.585949420928955,2.368335008621216,-4.982025146484375,1,83,,,,,,,,
,,,,2,99,3.2141451835632324,3.2141451835632324,1.5376150608062744,-1.6036672592163086,,,,
1.2511420249938965,1.2511420249938965,0.8584851622581482,-0.12477720528841019,2,125,,,,,,,,
,,,,3,149,0.9262781143188477,0.9262781143188477,0.8096408843994141,-0.2622196674346924,,,,
1.125244379043579,1.125244379043579,0.8194853663444519,-0.012505391612648964,3,167,,,,,,,,
,,,,4,199,0.972293496131897,0.972293496131897,0.8123269081115723,-0.084816575050354,,,,
1.100782036781311,1.100782036781311,0.8117203712463379,0.008293054066598415,4,209,,,,,,,,
,,,,5,249,0.9532878398895264,0.9532878398895264,0.7631256580352783,0.05765014886856079,,,,
1.0851572751998901,1.0851572751998901,0.8057652711868286,0.021440137177705765,5,251,,,,,,,,
1.0748817920684814,1.0748817920684814,0.8022856712341309,0.03000483289361,6,293,,,,,,,,
,,,,7,299,1.032057762145996,1.032057762145996,0.8239920139312744,0.06943684816360474,,,,
1.0678496360778809,1.0678496360778809,0.8000677227973938,0.0358271449804306,7,335,,,,,,,,
,,,,8,349,1.2170100212097168,1.2170100212097168,0.8120332360267639,-0.17425179481506348,,,,
1.0628960132598877,1.0628960132598877,0.7985581755638123,0.03990498185157776,8,377,,,,,,,,
,,,,9,399,1.1472021341323853,1.1472021341323853,0.8650306463241577,-0.0726480484008789,,,,
1.0592610836029053,1.0592610836029053,0.7972763180732727,0.04289008304476738,9,419,,,,,,,,
,,,,10,449,1.0663625001907349,1.0663625001907349,0.8398629426956177,-0.004677772521972656,,,,
1.056404948234558,1.056404948234558,0.7964462041854858,0.04524364694952965,10,461,,,,,,,,
,,,,11,499,0.7856218814849854,0.7856218814849854,0.6972503066062927,0.14348936080932617,,,,
1.054046630859375,1.054046630859375,0.7956212759017944,0.0471985749900341,11,503,,,,,,,,
1.0519813299179077,1.0519813299179077,0.7946792840957642,0.048923369497060776,12,545,,,,,,,,
,,,,13,549,0.7513794302940369,0.7513794302940369,0.7132212519645691,0.15082287788391113,,,,
1.0500545501708984,1.0500545501708984,0.7936520576477051,0.050553254783153534,13,587,,,,,,,,
,,,,14,599,0.9409891366958618,0.9409891366958618,0.8079418540000916,0.07399368286132812,,,,
1.0482139587402344,1.0482139587402344,0.7926425337791443,0.052129022777080536,14,629,,,,,,,,
,,,,15,649,1.0860811471939087,1.0860811471939087,0.8112221956253052,-0.06246745586395264,,,,
1.0461264848709106,1.0461264848709106,0.7916918992996216,0.05393775552511215,15,671,,,,,,,,
,,,,16,699,0.9614406228065491,0.9614406228065491,0.7477269768714905,0.12320476770401001,,,,
1.0442640781402588,1.0442640781402588,0.7907426953315735,0.05556698143482208,16,713,,,,,,,,
,,,,17,749,1.0499725341796875,1.0499725341796875,0.7745530009269714,0.016991853713989258,,,,
1.042183756828308,1.042183756828308,0.7898008823394775,0.05740804597735405,17,755,,,,,,,,
1.04008150100708,1.04008150100708,0.788936197757721,0.059258345514535904,18,797,,,,,,,,
,,,,19,799,0.8104668855667114,0.8104668855667114,0.7256963849067688,0.15494519472122192,,,,
1.0379878282546997,1.0379878282546997,0.7878388166427612,0.06113835424184799,19,839,,,,,,,,
,,,,20,849,0.9118544459342957,0.9118544459342957,0.7460325956344604,0.10931652784347534,,,,
1.0357273817062378,1.0357273817062378,0.7867611050605774,0.06314297020435333,20,881,,,,,,,,
,,,,21,899,0.8844305276870728,0.8844305276870728,0.731116533279419,0.06849569082260132,,,,
1.033582329750061,1.033582329750061,0.7854598760604858,0.0650428757071495,21,923,,,,,,,,
,,,,22,949,0.9757376909255981,0.9757376909255981,0.8082159757614136,0.037339210510253906,,,,
1.0309650897979736,1.0309650897979736,0.7839794754981995,0.06742697209119797,22,965,,,,,,,,
,,,,23,999,0.6193121671676636,0.6193121671676636,0.6096091270446777,0.21904247999191284,,,,
1.0287296772003174,1.0287296772003174,0.7825525403022766,0.06944862753152847,23,1007,,,,,,,,
,,,,24,1049,1.230709433555603,1.230709433555603,0.8862649202346802,-0.21626365184783936,,,,
1.0263761281967163,1.0263761281967163,0.7810425162315369,0.07159720361232758,24,1049,,,,,,,,
1.0242414474487305,1.0242414474487305,0.7796698808670044,0.07354865223169327,25,1091,,,,,,,,
,,,,26,1099,1.2640774250030518,1.2640774250030518,0.8766881227493286,-0.04398691654205322,,,,
1.0218541622161865,1.0218541622161865,0.7784512042999268,0.07574217021465302,26,1133,,,,,,,,
,,,,27,1149,1.228569746017456,1.228569746017456,0.9162623882293701,0.00477832555770874,,,,
1.0196449756622314,1.0196449756622314,0.7768321633338928,0.07777905464172363,27,1175,,,,,,,,
,,,,28,1199,0.6717708110809326,0.6717708110809326,0.66410893201828,0.08459204435348511,,,,
1.017646074295044,1.017646074295044,0.775452196598053,0.07963220030069351,28,1217,,,,,,,,
,,,,29,1249,0.8915354609489441,0.8915354609489441,0.7530472874641418,0.005287587642669678,,,,
1.0156896114349365,1.0156896114349365,0.774175226688385,0.08146318793296814,29,1259,,,,,,,,
,,,,30,1299,0.8418026566505432,0.8418026566505432,0.7101659774780273,0.1678561568260193,,,,
1.013880729675293,1.013880729675293,0.7729161381721497,0.08316981047391891,30,1301,,,,,,,,
1.0120608806610107,1.0120608806610107,0.7719148993492126,0.08492947369813919,31,1343,,,,,,,,
,,,,32,1349,0.9041910767555237,0.9041910767555237,0.7693101763725281,0.18472886085510254,,,,
1.0102418661117554,1.0102418661117554,0.7708606123924255,0.08667559176683426,32,1385,,,,,,,,
,,,,33,1399,1.0829548835754395,1.0829548835754395,0.7613087296485901,-0.04490649700164795,,,,
1.0086722373962402,1.0086722373962402,0.7698249816894531,0.08823030441999435,33,1427,,,,,,,,
,,,,34,1449,1.0769037008285522,1.0769037008285522,0.8193264007568359,-0.006918072700500488,,,,
1.0069366693496704,1.0069366693496704,0.7686265110969543,0.0899241641163826,34,1469,,,,,,,,
,,,,35,1499,0.9637710452079773,0.9637710452079773,0.7849416136741638,0.09197920560836792,,,,
1.0054566860198975,1.0054566860198975,0.767743706703186,0.09137149155139923,35,1511,,,,,,,,
,,,,36,1549,0.7368125915527344,0.7368125915527344,0.6817636489868164,0.19670283794403076,,,,
1.003989815711975,1.003989815711975,0.7668085694313049,0.09285809844732285,36,1553,,,,,,,,
1.0026966333389282,1.0026966333389282,0.7660684585571289,0.09420409053564072,37,1595,,,,,,,,
,,,,38,1599,0.7146322727203369,0.7146322727203369,0.697135329246521,0.19235295057296753,,,,
1.0015302896499634,1.0015302896499634,0.7653290629386902,0.09540535509586334,38,1637,,,,,,,,
,,,,39,1649,0.9071418046951294,0.9071418046951294,0.7819908857345581,0.10730206966400146,,,,
1.0005698204040527,1.0005698204040527,0.7648469805717468,0.0964544340968132,39,1679,,,,,,,,
,,,,40,1699,0.9868844747543335,0.9868844747543335,0.7465224266052246,0.0345725417137146,,,,
0.999727725982666,0.999727725982666,0.7644245028495789,0.0973750427365303,40,1721,,,,,,,,
,,,,41,1749,0.8877432942390442,0.8877432942390442,0.7164578437805176,0.19041377305984497,,,,
0.9990235567092896,0.9990235567092896,0.7640957832336426,0.0981883630156517,41,1763,,,,,,,,
,,,,42,1799,1.009770154953003,1.009770154953003,0.7487649917602539,0.05463021993637085,,,,
0.9981163144111633,0.9981163144111633,0.7638528943061829,0.09920619428157806,42,1805,,,,,,,,
0.9972071051597595,0.9972071051597595,0.7633974552154541,0.10020719468593597,43,1847,,,,,,,,
,,,,44,1849,0.7725527286529541,0.7725527286529541,0.6963645219802856,0.194477379322052,,,,
0.9965106248855591,0.9965106248855591,0.763058602809906,0.10101763159036636,44,1889,,,,,,,,
,,,,45,1899,0.907082200050354,0.907082200050354,0.7329549789428711,0.11397796869277954,,,,
0.995855450630188,0.995855450630188,0.7628101110458374,0.10178571939468384,45,1931,,,,,,,,
,,,,46,1949,0.8877419829368591,0.8877419829368591,0.7257480025291443,0.06500798463821411,,,,
0.9954096078872681,0.9954096078872681,0.7626569271087646,0.10240693390369415,46,1973,,,,,,,,
,,,,47,1999,0.8832199573516846,0.8832199573516846,0.7551270723342896,0.1286170482635498,,,,
0.9948378801345825,0.9948378801345825,0.7623526453971863,0.10307381302118301,47,2015,,,,,,,,
,,,,48,2049,0.5770636796951294,0.5770636796951294,0.5686114430427551,0.27231812477111816,,,,
0.9942823052406311,0.9942823052406311,0.762087881565094,0.10376377403736115,48,2057,,,,,,,,
,,,,49,2099,1.107702374458313,1.107702374458313,0.845133364200592,-0.09470045566558838,,,,
0.9938023090362549,0.9938023090362549,0.7618169188499451,0.10438305139541626,49,2099,,,,,,,,
0.9934758543968201,0.9934758543968201,0.7617437839508057,0.10485813766717911,50,2141,,,,,,,,
,,,,51,2149,1.1034719944000244,1.1034719944000244,0.8432966470718384,0.08865529298782349,,,,
0.993128776550293,0.993128776550293,0.7616859674453735,0.10539515316486359,51,2183,,,,,,,,
,,,,52,2199,1.2036828994750977,1.2036828994750977,0.9109659194946289,0.02493828535079956,,,,
0.9927769899368286,0.9927769899368286,0.7616580724716187,0.1059163510799408,52,2225,,,,,,,,
,,,,53,2249,0.5808780193328857,0.5808780193328857,0.6118465065956116,0.20844978094100952,,,,
0.9924782514572144,0.9924782514572144,0.7616453766822815,0.10638756304979324,53,2267,,,,,,,,
,,,,54,2299,0.806799590587616,0.806799590587616,0.7171285152435303,0.09982985258102417,,,,
0.9919286370277405,0.9919286370277405,0.7614707946777344,0.10705029219388962,54,2309,,,,,,,,
,,,,55,2349,0.8262125849723816,0.8262125849723816,0.7151542901992798,0.18326735496520996,,,,
0.9917879700660706,0.9917879700660706,0.761493444442749,0.10735194385051727,55,2351,,,,,,,,
0.9914661049842834,0.9914661049842834,0.7613999247550964,0.10785768926143646,56,2393,,,,,,,,
,,,,57,2399,0.8746874332427979,0.8746874332427979,0.7538666129112244,0.2113310694694519,,,,
0.9913436770439148,0.9913436770439148,0.7613335847854614,0.10812061280012131,57,2435,,,,,,,,
,,,,58,2449,0.9799817204475403,0.9799817204475403,0.7327256202697754,0.054448843002319336,,,,
0.9911453127861023,0.9911453127861023,0.7613726854324341,0.1084604486823082,58,2477,,,,,,,,
,,,,59,2499,0.9835039973258972,0.9835039973258972,0.7888939380645752,0.08041173219680786,,,,
0.9909387826919556,0.9909387826919556,0.7613412737846375,0.10878846794366837,59,2519,,,,,,,,
,,,,60,2549,0.8629179000854492,0.8629179000854492,0.718386173248291,0.1869984269142151,,,,
0.9905157685279846,0.9905157685279846,0.761407196521759,0.10931772738695145,60,2561,,,,,,,,
,,,,61,2599,0.7421597838401794,0.7421597838401794,0.6691127419471741,0.1908731460571289,,,,
0.9902500510215759,0.9902500510215759,0.7614221572875977,0.10972491651773453,61,2603,,,,,,,,
0.9900129437446594,0.9900129437446594,0.7614887356758118,0.11008860915899277,62,2645,,,,,,,,
,,,,63,2649,0.705085277557373,0.705085277557373,0.6757228374481201,0.20314252376556396,,,,
0.9894143342971802,0.9894143342971802,0.7615275979042053,0.1107608750462532,63,2687,,,,,,,,
,,,,64,2699,0.8749186396598816,0.8749186396598816,0.7563686370849609,0.1390121579170227,,,,
0.9897482991218567,0.9897482991218567,0.7616586685180664,0.1106109470129013,64,2729,,,,,,,,
,,,,65,2749,0.9164620041847229,0.9164620041847229,0.6988085508346558,0.10346382856369019,,,,
0.9895586371421814,0.9895586371421814,0.7619835138320923,0.11092112213373184,65,2771,,,,,,,,
,,,,66,2799,0.8593385815620422,0.8593385815620422,0.7056567668914795,0.21631771326065063,,,,
0.9892802238464355,0.9892802238464355,0.7620373368263245,0.11126227676868439,66,2813,,,,,,,,
,,,,67,2849,0.9741410613059998,0.9741410613059998,0.7352392673492432,0.0879870057106018,,,,
0.9892457723617554,0.9892457723617554,0.7623071074485779,0.1114552840590477,67,2855,,,,,,,,
0.9892202615737915,0.9892202615737915,0.7623650431632996,0.11163169145584106,68,2897,,,,,,,,
,,,,69,2899,0.7474812269210815,0.7474812269210815,0.6743922233581543,0.2206188440322876,,,,
0.9884508848190308,0.9884508848190308,0.7625076174736023,0.11243291944265366,69,2939,,,,,,,,
,,,,70,2949,0.9019601941108704,0.9019601941108704,0.73271644115448,0.11898106336593628,,,,
0.9881151914596558,0.9881151914596558,0.7626195549964905,0.112854965031147,70,2981,,,,,,,,
,,,,71,2999,0.894917368888855,0.894917368888855,0.7364973425865173,0.057450711727142334,,,,
0.9883015751838684,0.9883015751838684,0.7628307938575745,0.11279823631048203,71,3023,,,,,,,,
,,,,72,3049,0.8124333620071411,0.8124333620071411,0.712077260017395,0.19845491647720337,,,,
0.9877515435218811,0.9877515435218811,0.7628905773162842,0.11337493360042572,72,3065,,,,,,,,
,,,,73,3099,0.5801311731338501,0.5801311731338501,0.5718254446983337,0.2684500217437744,,,,
0.9881810545921326,0.9881810545921326,0.7632107734680176,0.1131334900856018,73,3107,,,,,,,,
,,,,74,3149,0.9223644733428955,0.9223644733428955,0.7556161284446716,0.08846205472946167,,,,
0.9880425333976746,0.9880425333976746,0.7632636427879333,0.11335735023021698,74,3149,,,,,,,,
0.9878320097923279,0.9878320097923279,0.7634413242340088,0.11365818977355957,75,3191,,,,,,,,
,,,,76,3199,1.0013883113861084,1.0013883113861084,0.7962954044342041,0.17296499013900757,,,,
0.9877683520317078,0.9877683520317078,0.7635310292243958,0.11378907412290573,76,3233,,,,,,,,
,,,,77,3249,1.1370829343795776,1.1370829343795776,0.87885582447052,0.0788886547088623,,,,
0.9877797961235046,0.9877797961235046,0.76372891664505,0.11391716450452805,77,3275,,,,,,,,
,,,,78,3299,0.5391708016395569,0.5391708016395569,0.582287609577179,0.2652832865715027,,,,
0.9875096678733826,0.9875096678733826,0.763674795627594,0.1143016591668129,78,3317,,,,,,,,
,,,,79,3349,0.7666599750518799,0.7666599750518799,0.6988762021064758,0.1446148157119751,,,,
0.9874915480613708,0.9874915480613708,0.7638262510299683,0.11440548300743103,79,3359,,,,,,,,
,,,,80,3399,0.819097101688385,0.819097101688385,0.7230277061462402,0.19030123949050903,,,,
0.986892819404602,0.986892819404602,0.763841450214386,0.11506594717502594,80,3401,,,,,,,,
0.9867236018180847,0.9867236018180847,0.764002799987793,0.11530305445194244,81,3443,,,,,,,,
,,,,82,3449,0.8579912781715393,0.8579912781715393,0.7461486458778381,0.22638529539108276,,,,
0.9867178201675415,0.9867178201675415,0.7640088796615601,0.11541810631752014,82,3485,,,,,,,,
,,,,83,3499,0.9193384647369385,0.9193384647369385,0.7027181386947632,0.11296141147613525,,,,
0.9867167472839355,0.9867167472839355,0.7641492486000061,0.11554170399904251,83,3527,,,,,,,,
,,,,84,3549,0.9236317873001099,0.9236317873001099,0.7695878148078918,0.1363930106163025,,,,
0.9865568280220032,0.9865568280220032,0.764129102230072,0.11576725542545319,84,3569,,,,,,,,
,,,,85,3599,0.7940857410430908,0.7940857410430908,0.672970712184906,0.25184887647628784,,,,
0.9862522482872009,0.9862522482872009,0.7641173601150513,0.11608344316482544,85,3611,,,,,,,,
,,,,86,3649,0.7512975931167603,0.7512975931167603,0.6688100695610046,0.18091076612472534,,,,
0.9862518310546875,0.9862518310546875,0.7643302083015442,0.11614750325679779,86,3653,,,,,,,,
0.9856536388397217,0.9856536388397217,0.7641777992248535,0.11678202450275421,87,3695,,,,,,,,
,,,,88,3699,0.6907996535301208,0.6907996535301208,0.6564410328865051,0.21928757429122925,,,,
0.9855236411094666,0.9855236411094666,0.7642700672149658,0.11700085550546646,88,3737,,,,,,,,
,,,,89,3749,0.8444463014602661,0.8444463014602661,0.7381885051727295,0.1689993143081665,,,,
0.9851964712142944,0.9851964712142944,0.7644007205963135,0.11736206710338593,89,3779,,,,,,,,
,,,,90,3799,0.8828457593917847,0.8828457593917847,0.6831140518188477,0.13634920120239258,,,,
0.9851064682006836,0.9851064682006836,0.7644630670547485,0.1175031065940857,90,3821,,,,,,,,
,,,,91,3849,0.8468659520149231,0.8468659520149231,0.7103381156921387,0.22769224643707275,,,,
0.9846013784408569,0.9846013784408569,0.7644003629684448,0.11800090968608856,91,3863,,,,,,,,
,,,,92,3899,0.9382433295249939,0.9382433295249939,0.7184866070747375,0.12159526348114014,,,,
0.9842182397842407,0.9842182397842407,0.7644823789596558,0.1183990016579628,92,3905,,,,,,,,
0.9840304851531982,0.9840304851531982,0.7646034955978394,0.1186240091919899,93,3947,,,,,,,,
,,,,94,3949,0.7238781452178955,0.7238781452178955,0.6588805317878723,0.24522924423217773,,,,
0.9840053915977478,0.9840053915977478,0.7648575305938721,0.11875039339065552,94,3989,,,,,,,,
,,,,95,3999,0.862861692905426,0.862861692905426,0.7181797027587891,0.15717178583145142,,,,
0.9838083386421204,0.9838083386421204,0.7650180459022522,0.11894270032644272,95,4031,,,,,,,,
,,,,96,4049,0.8735541105270386,0.8735541105270386,0.7270382642745972,0.07995104789733887,,,,
0.9837455749511719,0.9837455749511719,0.7651616930961609,0.11906102299690247,96,4073,,,,,,,,
,,,,97,4099,0.7705357074737549,0.7705357074737549,0.686446487903595,0.23979109525680542,,,,
0.9836876392364502,0.9836876392364502,0.7651861906051636,0.11916155368089676,97,4115,,,,,,,,
,,,,98,4149,0.5812501907348633,0.5812501907348633,0.5653711557388306,0.26703888177871704,,,,
0.9836470484733582,0.9836470484733582,0.7655680775642395,0.11919952929019928,98,4157,,,,,,,,
,,,,99,4199,0.7465470433235168,0.7465470433235168,0.6828410625457764,0.262215793132782,,,,
0.9836639761924744,0.9836639761924744,0.7656713724136353,0.11927811056375504,99,4199,,,,,,,,
,,,,100,4200,,,,,1.036401629447937,1.036401629447937,0.797908365726471,0.15863993763923645
